,Timestamp,value,classification,date,Trade_date
381,2019-02-20 05:30:00,59,Greed,2019-02-20,2019-02-20
382,2019-02-21 05:30:00,59,Greed,2019-02-21,2019-02-21
383,2019-02-22 05:30:00,61,Greed,2019-02-22,2019-02-22
384,2019-02-23 05:30:00,63,Greed,2019-02-23,2019-02-23
385,2019-02-24 05:30:00,69,Greed,2019-02-24,2019-02-24
386,2019-02-25 05:30:00,47,Neutral,2019-02-25,2019-02-25
387,2019-02-26 05:30:00,40,Fear,2019-02-26,2019-02-26
388,2019-02-27 05:30:00,39,Fear,2019-02-27,2019-02-27
389,2019-02-28 05:30:00,39,Fear,2019-02-28,2019-02-28
390,2019-03-01 05:30:00,42,Fear,2019-03-01,2019-03-01
391,2019-03-02 05:30:00,41,Fear,2019-03-02,2019-03-02
392,2019-03-03 05:30:00,44,Fear,2019-03-03,2019-03-03
393,2019-03-04 05:30:00,36,Fear,2019-03-04,2019-03-04
394,2019-03-05 05:30:00,35,Fear,2019-03-05,2019-03-05
395,2019-03-06 05:30:00,42,Fear,2019-03-06,2019-03-06
396,2019-03-07 05:30:00,56,Greed,2019-03-07,2019-03-07
397,2019-03-08 05:30:00,54,Neutral,2019-03-08,2019-03-08
398,2019-03-09 05:30:00,55,Greed,2019-03-09,2019-03-09
399,2019-03-10 05:30:00,55,Greed,2019-03-10,2019-03-10
400,2019-03-11 05:30:00,56,Greed,2019-03-11,2019-03-11
401,2019-03-12 05:30:00,56,Greed,2019-03-12,2019-03-12
402,2019-03-13 05:30:00,54,Neutral,2019-03-13,2019-03-13
403,2019-03-14 05:30:00,55,Greed,2019-03-14,2019-03-14
404,2019-03-15 05:30:00,55,Greed,2019-03-15,2019-03-15
405,2019-03-16 05:30:00,54,Neutral,2019-03-16,2019-03-16
406,2019-03-17 05:30:00,58,Greed,2019-03-17,2019-03-17
407,2019-03-18 05:30:00,56,Greed,2019-03-18,2019-03-18
408,2019-03-19 05:30:00,56,Greed,2019-03-19,2019-03-19
409,2019-03-20 05:30:00,55,Greed,2019-03-20,2019-03-20
410,2019-03-21 05:30:00,62,Greed,2019-03-21,2019-03-21
411,2019-03-22 05:30:00,56,Greed,2019-03-22,2019-03-22
412,2019-03-23 05:30:00,50,Neutral,2019-03-23,2019-03-23
413,2019-03-24 05:30:00,44,Fear,2019-03-24,2019-03-24
414,2019-03-25 05:30:00,46,Neutral,2019-03-25,2019-03-25
415,2019-03-26 05:30:00,43,Fear,2019-03-26,2019-03-26
416,2019-03-27 05:30:00,44,Fear,2019-03-27,2019-03-27
417,2019-03-28 05:30:00,49,Neutral,2019-03-28,2019-03-28
418,2019-03-29 05:30:00,50,Neutral,2019-03-29,2019-03-29
419,2019-03-30 05:30:00,57,Greed,2019-03-30,2019-03-30
420,2019-03-31 05:30:00,56,Greed,2019-03-31,2019-03-31
421,2019-04-01 05:30:00,62,Greed,2019-04-01,2019-04-01
422,2019-04-02 05:30:00,60,Greed,2019-04-02,2019-04-02
423,2019-04-03 05:30:00,71,Greed,2019-04-03,2019-04-03
424,2019-04-04 05:30:00,61,Greed,2019-04-04,2019-04-04
425,2019-04-05 05:30:00,59,Greed,2019-04-05,2019-04-05
426,2019-04-06 05:30:00,65,Greed,2019-04-06,2019-04-06
427,2019-04-07 05:30:00,69,Greed,2019-04-07,2019-04-07
428,2019-04-08 05:30:00,65,Greed,2019-04-08,2019-04-08
429,2019-04-09 05:30:00,64,Greed,2019-04-09,2019-04-09
430,2019-04-10 05:30:00,62,Greed,2019-04-10,2019-04-10
431,2019-04-11 05:30:00,65,Greed,2019-04-11,2019-04-11
432,2019-04-12 05:30:00,42,Fear,2019-04-12,2019-04-12
433,2019-04-13 05:30:00,62,Greed,2019-04-13,2019-04-13
434,2019-04-14 05:30:00,51,Neutral,2019-04-14,2019-04-14
435,2019-04-15 05:30:00,60,Greed,2019-04-15,2019-04-15
436,2019-04-16 05:30:00,50,Neutral,2019-04-16,2019-04-16
437,2019-04-17 05:30:00,61,Greed,2019-04-17,2019-04-17
438,2019-04-18 05:30:00,64,Greed,2019-04-18,2019-04-18
439,2019-04-19 05:30:00,61,Greed,2019-04-19,2019-04-19
440,2019-04-20 05:30:00,62,Greed,2019-04-20,2019-04-20
441,2019-04-21 05:30:00,62,Greed,2019-04-21,2019-04-21
442,2019-04-22 05:30:00,61,Greed,2019-04-22,2019-04-22
443,2019-04-23 05:30:00,68,Greed,2019-04-23,2019-04-23
444,2019-04-24 05:30:00,65,Greed,2019-04-24,2019-04-24
445,2019-04-25 05:30:00,58,Greed,2019-04-25,2019-04-25
446,2019-04-26 05:30:00,41,Fear,2019-04-26,2019-04-26
447,2019-04-27 05:30:00,42,Fear,2019-04-27,2019-04-27
448,2019-04-28 05:30:00,40,Fear,2019-04-28,2019-04-28
449,2019-04-29 05:30:00,42,Fear,2019-04-29,2019-04-29
450,2019-04-30 05:30:00,42,Fear,2019-04-30,2019-04-30
451,2019-05-01 05:30:00,51,Neutral,2019-05-01,2019-05-01
452,2019-05-02 05:30:00,50,Neutral,2019-05-02,2019-05-02
453,2019-05-03 05:30:00,63,Greed,2019-05-03,2019-05-03
454,2019-05-04 05:30:00,66,Greed,2019-05-04,2019-05-04
455,2019-05-05 05:30:00,67,Greed,2019-05-05,2019-05-05
456,2019-05-06 05:30:00,57,Greed,2019-05-06,2019-05-06
457,2019-05-07 05:30:00,69,Greed,2019-05-07,2019-05-07
458,2019-05-08 05:30:00,63,Greed,2019-05-08,2019-05-08
459,2019-05-09 05:30:00,69,Greed,2019-05-09,2019-05-09
460,2019-05-10 05:30:00,71,Greed,2019-05-10,2019-05-10
461,2019-05-11 05:30:00,76,Extreme Greed,2019-05-11,2019-05-11
462,2019-05-12 05:30:00,75,Extreme Greed,2019-05-12,2019-05-12
463,2019-05-13 05:30:00,78,Extreme Greed,2019-05-13,2019-05-13
464,2019-05-14 05:30:00,78,Extreme Greed,2019-05-14,2019-05-14
465,2019-05-15 05:30:00,77,Extreme Greed,2019-05-15,2019-05-15
466,2019-05-16 05:30:00,75,Extreme Greed,2019-05-16,2019-05-16
467,2019-05-17 05:30:00,65,Greed,2019-05-17,2019-05-17
468,2019-05-18 05:30:00,67,Greed,2019-05-18,2019-05-18
469,2019-05-19 05:30:00,70,Greed,2019-05-19,2019-05-19
470,2019-05-20 05:30:00,73,Greed,2019-05-20,2019-05-20
471,2019-05-21 05:30:00,68,Greed,2019-05-21,2019-05-21
472,2019-05-22 05:30:00,69,Greed,2019-05-22,2019-05-22
473,2019-05-23 05:30:00,65,Greed,2019-05-23,2019-05-23
474,2019-05-24 05:30:00,64,Greed,2019-05-24,2019-05-24
475,2019-05-25 05:30:00,69,Greed,2019-05-25,2019-05-25
476,2019-05-26 05:30:00,67,Greed,2019-05-26,2019-05-26
477,2019-05-27 05:30:00,70,Greed,2019-05-27,2019-05-27
478,2019-05-28 05:30:00,71,Greed,2019-05-28,2019-05-28
479,2019-05-29 05:30:00,71,Greed,2019-05-29,2019-05-29
480,2019-05-30 05:30:00,73,Greed,2019-05-30,2019-05-30
481,2019-05-31 05:30:00,61,Greed,2019-05-31,2019-05-31
482,2019-06-01 05:30:00,62,Greed,2019-06-01,2019-06-01
483,2019-06-02 05:30:00,63,Greed,2019-06-02,2019-06-02
484,2019-06-03 05:30:00,66,Greed,2019-06-03,2019-06-03
485,2019-06-04 05:30:00,42,Fear,2019-06-04,2019-06-04
486,2019-06-05 05:30:00,27,Fear,2019-06-05,2019-06-05
487,2019-06-06 05:30:00,34,Fear,2019-06-06,2019-06-06
488,2019-06-07 05:30:00,27,Fear,2019-06-07,2019-06-07
489,2019-06-08 05:30:00,62,Greed,2019-06-08,2019-06-08
490,2019-06-09 05:30:00,62,Greed,2019-06-09,2019-06-09
491,2019-06-10 05:30:00,46,Neutral,2019-06-10,2019-06-10
492,2019-06-11 05:30:00,61,Greed,2019-06-11,2019-06-11
493,2019-06-12 05:30:00,60,Greed,2019-06-12,2019-06-12
494,2019-06-13 05:30:00,63,Greed,2019-06-13,2019-06-13
495,2019-06-14 05:30:00,67,Greed,2019-06-14,2019-06-14
496,2019-06-15 05:30:00,75,Extreme Greed,2019-06-15,2019-06-15
497,2019-06-16 05:30:00,80,Extreme Greed,2019-06-16,2019-06-16
498,2019-06-17 05:30:00,84,Extreme Greed,2019-06-17,2019-06-17
499,2019-06-18 05:30:00,83,Extreme Greed,2019-06-18,2019-06-18
500,2019-06-19 05:30:00,82,Extreme Greed,2019-06-19,2019-06-19
501,2019-06-20 05:30:00,81,Extreme Greed,2019-06-20,2019-06-20
502,2019-06-21 05:30:00,84,Extreme Greed,2019-06-21,2019-06-21
503,2019-06-22 05:30:00,83,Extreme Greed,2019-06-22,2019-06-22
504,2019-06-23 05:30:00,84,Extreme Greed,2019-06-23,2019-06-23
505,2019-06-24 05:30:00,80,Extreme Greed,2019-06-24,2019-06-24
506,2019-06-25 05:30:00,87,Extreme Greed,2019-06-25,2019-06-25
507,2019-06-26 05:30:00,95,Extreme Greed,2019-06-26,2019-06-26
508,2019-06-27 05:30:00,92,Extreme Greed,2019-06-27,2019-06-27
509,2019-06-28 05:30:00,62,Greed,2019-06-28,2019-06-28
510,2019-06-29 05:30:00,74,Greed,2019-06-29,2019-06-29
511,2019-06-30 05:30:00,78,Extreme Greed,2019-06-30,2019-06-30
512,2019-07-01 05:30:00,65,Greed,2019-07-01,2019-07-01
513,2019-07-02 05:30:00,63,Greed,2019-07-02,2019-07-02
514,2019-07-03 05:30:00,79,Extreme Greed,2019-07-03,2019-07-03
515,2019-07-04 05:30:00,76,Extreme Greed,2019-07-04,2019-07-04
516,2019-07-05 05:30:00,67,Greed,2019-07-05,2019-07-05
517,2019-07-06 05:30:00,72,Greed,2019-07-06,2019-07-06
518,2019-07-07 05:30:00,67,Greed,2019-07-07,2019-07-07
519,2019-07-08 05:30:00,74,Greed,2019-07-08,2019-07-08
520,2019-07-09 05:30:00,84,Extreme Greed,2019-07-09,2019-07-09
521,2019-07-10 05:30:00,83,Extreme Greed,2019-07-10,2019-07-10
522,2019-07-11 05:30:00,62,Greed,2019-07-11,2019-07-11
523,2019-07-12 05:30:00,33,Fear,2019-07-12,2019-07-12
524,2019-07-13 05:30:00,65,Greed,2019-07-13,2019-07-13
525,2019-07-14 05:30:00,61,Greed,2019-07-14,2019-07-14
526,2019-07-15 05:30:00,16,Extreme Fear,2019-07-15,2019-07-15
527,2019-07-16 05:30:00,34,Fear,2019-07-16,2019-07-16
528,2019-07-17 05:30:00,19,Extreme Fear,2019-07-17,2019-07-17
529,2019-07-18 05:30:00,40,Fear,2019-07-18,2019-07-18
530,2019-07-19 05:30:00,42,Fear,2019-07-19,2019-07-19
531,2019-07-20 05:30:00,34,Fear,2019-07-20,2019-07-20
532,2019-07-21 05:30:00,42,Fear,2019-07-21,2019-07-21
533,2019-07-22 05:30:00,42,Fear,2019-07-22,2019-07-22
534,2019-07-23 05:30:00,40,Fear,2019-07-23,2019-07-23
535,2019-07-24 05:30:00,20,Extreme Fear,2019-07-24,2019-07-24
536,2019-07-25 05:30:00,42,Fear,2019-07-25,2019-07-25
537,2019-07-26 05:30:00,24,Extreme Fear,2019-07-26,2019-07-26
538,2019-07-27 05:30:00,47,Neutral,2019-07-27,2019-07-27
539,2019-07-28 05:30:00,16,Extreme Fear,2019-07-28,2019-07-28
540,2019-07-29 05:30:00,19,Extreme Fear,2019-07-29,2019-07-29
541,2019-07-30 05:30:00,22,Extreme Fear,2019-07-30,2019-07-30
542,2019-07-31 05:30:00,31,Fear,2019-07-31,2019-07-31
543,2019-08-01 05:30:00,57,Greed,2019-08-01,2019-08-01
544,2019-08-02 05:30:00,61,Greed,2019-08-02,2019-08-02
545,2019-08-03 05:30:00,61,Greed,2019-08-03,2019-08-03
546,2019-08-04 05:30:00,62,Greed,2019-08-04,2019-08-04
547,2019-08-05 05:30:00,64,Greed,2019-08-05,2019-08-05
548,2019-08-06 05:30:00,66,Greed,2019-08-06,2019-08-06
549,2019-08-07 05:30:00,45,Neutral,2019-08-07,2019-08-07
550,2019-08-08 05:30:00,61,Greed,2019-08-08,2019-08-08
551,2019-08-09 05:30:00,60,Greed,2019-08-09,2019-08-09
552,2019-08-10 05:30:00,59,Greed,2019-08-10,2019-08-10
553,2019-08-11 05:30:00,45,Neutral,2019-08-11,2019-08-11
554,2019-08-12 05:30:00,48,Neutral,2019-08-12,2019-08-12
555,2019-08-13 05:30:00,45,Neutral,2019-08-13,2019-08-13
556,2019-08-14 05:30:00,11,Extreme Fear,2019-08-14,2019-08-14
557,2019-08-15 05:30:00,13,Extreme Fear,2019-08-15,2019-08-15
558,2019-08-16 05:30:00,31,Fear,2019-08-16,2019-08-16
559,2019-08-17 05:30:00,20,Extreme Fear,2019-08-17,2019-08-17
560,2019-08-18 05:30:00,14,Extreme Fear,2019-08-18,2019-08-18
561,2019-08-19 05:30:00,30,Fear,2019-08-19,2019-08-19
562,2019-08-20 05:30:00,39,Fear,2019-08-20,2019-08-20
563,2019-08-21 05:30:00,11,Extreme Fear,2019-08-21,2019-08-21
564,2019-08-22 05:30:00,5,Extreme Fear,2019-08-22,2019-08-22
565,2019-08-23 05:30:00,33,Fear,2019-08-23,2019-08-23
566,2019-08-24 05:30:00,39,Fear,2019-08-24,2019-08-24
567,2019-08-25 05:30:00,33,Fear,2019-08-25,2019-08-25
568,2019-08-26 05:30:00,41,Fear,2019-08-26,2019-08-26
569,2019-08-27 05:30:00,30,Fear,2019-08-27,2019-08-27
570,2019-08-28 05:30:00,32,Fear,2019-08-28,2019-08-28
571,2019-08-29 05:30:00,20,Extreme Fear,2019-08-29,2019-08-29
572,2019-08-30 05:30:00,24,Extreme Fear,2019-08-30,2019-08-30
573,2019-08-31 05:30:00,20,Extreme Fear,2019-08-31,2019-08-31
574,2019-09-01 05:30:00,24,Extreme Fear,2019-09-01,2019-09-01
575,2019-09-02 05:30:00,28,Fear,2019-09-02,2019-09-02
576,2019-09-03 05:30:00,41,Fear,2019-09-03,2019-09-03
577,2019-09-04 05:30:00,43,Fear,2019-09-04,2019-09-04
578,2019-09-05 05:30:00,41,Fear,2019-09-05,2019-09-05
579,2019-09-06 05:30:00,43,Fear,2019-09-06,2019-09-06
580,2019-09-07 05:30:00,39,Fear,2019-09-07,2019-09-07
581,2019-09-08 05:30:00,43,Fear,2019-09-08,2019-09-08
582,2019-09-09 05:30:00,41,Fear,2019-09-09,2019-09-09
583,2019-09-10 05:30:00,41,Fear,2019-09-10,2019-09-10
584,2019-09-11 05:30:00,38,Fear,2019-09-11,2019-09-11
585,2019-09-12 05:30:00,39,Fear,2019-09-12,2019-09-12
586,2019-09-13 05:30:00,38,Fear,2019-09-13,2019-09-13
587,2019-09-14 05:30:00,39,Fear,2019-09-14,2019-09-14
588,2019-09-15 05:30:00,38,Fear,2019-09-15,2019-09-15
589,2019-09-16 05:30:00,38,Fear,2019-09-16,2019-09-16
590,2019-09-17 05:30:00,41,Fear,2019-09-17,2019-09-17
591,2019-09-18 05:30:00,38,Fear,2019-09-18,2019-09-18
592,2019-09-19 05:30:00,31,Fear,2019-09-19,2019-09-19
593,2019-09-20 05:30:00,41,Fear,2019-09-20,2019-09-20
594,2019-09-21 05:30:00,37,Fear,2019-09-21,2019-09-21
595,2019-09-22 05:30:00,37,Fear,2019-09-22,2019-09-22
596,2019-09-23 05:30:00,41,Fear,2019-09-23,2019-09-23
597,2019-09-24 05:30:00,39,Fear,2019-09-24,2019-09-24
598,2019-09-25 05:30:00,15,Extreme Fear,2019-09-25,2019-09-25
599,2019-09-26 05:30:00,12,Extreme Fear,2019-09-26,2019-09-26
600,2019-09-27 05:30:00,24,Extreme Fear,2019-09-27,2019-09-27
601,2019-09-28 05:30:00,32,Fear,2019-09-28,2019-09-28
602,2019-09-29 05:30:00,33,Fear,2019-09-29,2019-09-29
603,2019-09-30 05:30:00,27,Fear,2019-09-30,2019-09-30
604,2019-10-01 05:30:00,38,Fear,2019-10-01,2019-10-01
605,2019-10-02 05:30:00,39,Fear,2019-10-02,2019-10-02
606,2019-10-03 05:30:00,37,Fear,2019-10-03,2019-10-03
607,2019-10-04 05:30:00,30,Fear,2019-10-04,2019-10-04
608,2019-10-05 05:30:00,31,Fear,2019-10-05,2019-10-05
609,2019-10-06 05:30:00,32,Fear,2019-10-06,2019-10-06
610,2019-10-07 05:30:00,27,Fear,2019-10-07,2019-10-07
611,2019-10-08 05:30:00,39,Fear,2019-10-08,2019-10-08
612,2019-10-09 05:30:00,37,Fear,2019-10-09,2019-10-09
613,2019-10-10 05:30:00,41,Fear,2019-10-10,2019-10-10
614,2019-10-11 05:30:00,39,Fear,2019-10-11,2019-10-11
615,2019-10-12 05:30:00,38,Fear,2019-10-12,2019-10-12
616,2019-10-13 05:30:00,38,Fear,2019-10-13,2019-10-13
617,2019-10-14 05:30:00,37,Fear,2019-10-14,2019-10-14
618,2019-10-15 05:30:00,39,Fear,2019-10-15,2019-10-15
619,2019-10-16 05:30:00,40,Fear,2019-10-16,2019-10-16
620,2019-10-17 05:30:00,40,Fear,2019-10-17,2019-10-17
621,2019-10-18 05:30:00,40,Fear,2019-10-18,2019-10-18
622,2019-10-19 05:30:00,41,Fear,2019-10-19,2019-10-19
623,2019-10-20 05:30:00,37,Fear,2019-10-20,2019-10-20
624,2019-10-21 05:30:00,37,Fear,2019-10-21,2019-10-21
625,2019-10-22 05:30:00,39,Fear,2019-10-22,2019-10-22
626,2019-10-23 05:30:00,33,Fear,2019-10-23,2019-10-23
627,2019-10-24 05:30:00,20,Extreme Fear,2019-10-24,2019-10-24
628,2019-10-25 05:30:00,24,Extreme Fear,2019-10-25,2019-10-25
629,2019-10-26 05:30:00,53,Neutral,2019-10-26,2019-10-26
630,2019-10-27 05:30:00,50,Neutral,2019-10-27,2019-10-27
631,2019-10-28 05:30:00,52,Neutral,2019-10-28,2019-10-28
632,2019-10-29 05:30:00,54,Neutral,2019-10-29,2019-10-29
633,2019-10-30 05:30:00,53,Neutral,2019-10-30,2019-10-30
634,2019-10-31 05:30:00,50,Neutral,2019-10-31,2019-10-31
635,2019-11-01 05:30:00,49,Neutral,2019-11-01,2019-11-01
636,2019-11-02 05:30:00,51,Neutral,2019-11-02,2019-11-02
637,2019-11-03 05:30:00,56,Greed,2019-11-03,2019-11-03
638,2019-11-04 05:30:00,49,Neutral,2019-11-04,2019-11-04
639,2019-11-05 05:30:00,54,Neutral,2019-11-05,2019-11-05
640,2019-11-06 05:30:00,53,Neutral,2019-11-06,2019-11-06
641,2019-11-07 05:30:00,54,Neutral,2019-11-07,2019-11-07
642,2019-11-08 05:30:00,42,Fear,2019-11-08,2019-11-08
643,2019-11-09 05:30:00,38,Fear,2019-11-09,2019-11-09
644,2019-11-10 05:30:00,39,Fear,2019-11-10,2019-11-10
645,2019-11-11 05:30:00,40,Fear,2019-11-11,2019-11-11
646,2019-11-12 05:30:00,39,Fear,2019-11-12,2019-11-12
647,2019-11-13 05:30:00,38,Fear,2019-11-13,2019-11-13
648,2019-11-14 05:30:00,41,Fear,2019-11-14,2019-11-14
649,2019-11-15 05:30:00,38,Fear,2019-11-15,2019-11-15
650,2019-11-16 05:30:00,41,Fear,2019-11-16,2019-11-16
651,2019-11-17 05:30:00,38,Fear,2019-11-17,2019-11-17
652,2019-11-18 05:30:00,38,Fear,2019-11-18,2019-11-18
653,2019-11-19 05:30:00,32,Fear,2019-11-19,2019-11-19
654,2019-11-20 05:30:00,32,Fear,2019-11-20,2019-11-20
655,2019-11-21 05:30:00,30,Fear,2019-11-21,2019-11-21
656,2019-11-22 05:30:00,20,Extreme Fear,2019-11-22,2019-11-22
657,2019-11-23 05:30:00,23,Extreme Fear,2019-11-23,2019-11-23
658,2019-11-24 05:30:00,21,Extreme Fear,2019-11-24,2019-11-24
659,2019-11-25 05:30:00,17,Extreme Fear,2019-11-25,2019-11-25
660,2019-11-26 05:30:00,21,Extreme Fear,2019-11-26,2019-11-26
661,2019-11-27 05:30:00,20,Extreme Fear,2019-11-27,2019-11-27
662,2019-11-28 05:30:00,32,Fear,2019-11-28,2019-11-28
663,2019-11-29 05:30:00,31,Fear,2019-11-29,2019-11-29
664,2019-11-30 05:30:00,38,Fear,2019-11-30,2019-11-30
665,2019-12-01 05:30:00,25,Fear,2019-12-01,2019-12-01
666,2019-12-02 05:30:00,28,Fear,2019-12-02,2019-12-02
667,2019-12-03 05:30:00,28,Fear,2019-12-03,2019-12-03
668,2019-12-04 05:30:00,24,Extreme Fear,2019-12-04,2019-12-04
669,2019-12-05 05:30:00,21,Extreme Fear,2019-12-05,2019-12-05
670,2019-12-06 05:30:00,29,Fear,2019-12-06,2019-12-06
671,2019-12-07 05:30:00,32,Fear,2019-12-07,2019-12-07
672,2019-12-08 05:30:00,28,Fear,2019-12-08,2019-12-08
673,2019-12-09 05:30:00,32,Fear,2019-12-09,2019-12-09
674,2019-12-10 05:30:00,26,Fear,2019-12-10,2019-12-10
675,2019-12-11 05:30:00,20,Extreme Fear,2019-12-11,2019-12-11
676,2019-12-12 05:30:00,23,Extreme Fear,2019-12-12,2019-12-12
677,2019-12-13 05:30:00,22,Extreme Fear,2019-12-13,2019-12-13
678,2019-12-14 05:30:00,27,Fear,2019-12-14,2019-12-14
679,2019-12-15 05:30:00,21,Extreme Fear,2019-12-15,2019-12-15
680,2019-12-16 05:30:00,24,Extreme Fear,2019-12-16,2019-12-16
681,2019-12-17 05:30:00,23,Extreme Fear,2019-12-17,2019-12-17
682,2019-12-18 05:30:00,15,Extreme Fear,2019-12-18,2019-12-18
683,2019-12-19 05:30:00,21,Extreme Fear,2019-12-19,2019-12-19
684,2019-12-20 05:30:00,23,Extreme Fear,2019-12-20,2019-12-20
685,2019-12-21 05:30:00,23,Extreme Fear,2019-12-21,2019-12-21
686,2019-12-22 05:30:00,20,Extreme Fear,2019-12-22,2019-12-22
687,2019-12-23 05:30:00,33,Fear,2019-12-23,2019-12-23
688,2019-12-24 05:30:00,25,Fear,2019-12-24,2019-12-24
689,2019-12-25 05:30:00,22,Extreme Fear,2019-12-25,2019-12-25
690,2019-12-26 05:30:00,39,Fear,2019-12-26,2019-12-26
691,2019-12-27 05:30:00,38,Fear,2019-12-27,2019-12-27
692,2019-12-28 05:30:00,37,Fear,2019-12-28,2019-12-28
693,2019-12-29 05:30:00,37,Fear,2019-12-29,2019-12-29
694,2019-12-30 05:30:00,40,Fear,2019-12-30,2019-12-30
695,2019-12-31 05:30:00,38,Fear,2019-12-31,2019-12-31
696,2020-01-01 05:30:00,37,Fear,2020-01-01,2020-01-01
697,2020-01-02 05:30:00,39,Fear,2020-01-02,2020-01-02
698,2020-01-03 05:30:00,38,Fear,2020-01-03,2020-01-03
699,2020-01-04 05:30:00,38,Fear,2020-01-04,2020-01-04
700,2020-01-05 05:30:00,39,Fear,2020-01-05,2020-01-05
701,2020-01-06 05:30:00,41,Fear,2020-01-06,2020-01-06
702,2020-01-07 05:30:00,40,Fear,2020-01-07,2020-01-07
703,2020-01-08 05:30:00,51,Neutral,2020-01-08,2020-01-08
704,2020-01-09 05:30:00,44,Fear,2020-01-09,2020-01-09
705,2020-01-10 05:30:00,41,Fear,2020-01-10,2020-01-10
706,2020-01-11 05:30:00,50,Neutral,2020-01-11,2020-01-11
707,2020-01-12 05:30:00,45,Neutral,2020-01-12,2020-01-12
708,2020-01-13 05:30:00,49,Neutral,2020-01-13,2020-01-13
709,2020-01-14 05:30:00,56,Greed,2020-01-14,2020-01-14
710,2020-01-15 05:30:00,54,Neutral,2020-01-15,2020-01-15
711,2020-01-16 05:30:00,55,Greed,2020-01-16,2020-01-16
712,2020-01-17 05:30:00,54,Neutral,2020-01-17,2020-01-17
713,2020-01-18 05:30:00,51,Neutral,2020-01-18,2020-01-18
714,2020-01-19 05:30:00,53,Neutral,2020-01-19,2020-01-19
715,2020-01-20 05:30:00,48,Neutral,2020-01-20,2020-01-20
716,2020-01-21 05:30:00,49,Neutral,2020-01-21,2020-01-21
717,2020-01-22 05:30:00,52,Neutral,2020-01-22,2020-01-22
718,2020-01-23 05:30:00,49,Neutral,2020-01-23,2020-01-23
719,2020-01-24 05:30:00,40,Fear,2020-01-24,2020-01-24
720,2020-01-25 05:30:00,41,Fear,2020-01-25,2020-01-25
721,2020-01-26 05:30:00,42,Fear,2020-01-26,2020-01-26
722,2020-01-27 05:30:00,50,Neutral,2020-01-27,2020-01-27
723,2020-01-28 05:30:00,54,Neutral,2020-01-28,2020-01-28
724,2020-01-29 05:30:00,57,Greed,2020-01-29,2020-01-29
725,2020-01-30 05:30:00,57,Greed,2020-01-30,2020-01-30
726,2020-01-31 05:30:00,55,Greed,2020-01-31,2020-01-31
727,2020-02-01 05:30:00,57,Greed,2020-02-01,2020-02-01
728,2020-02-02 05:30:00,57,Greed,2020-02-02,2020-02-02
729,2020-02-03 05:30:00,59,Greed,2020-02-03,2020-02-03
730,2020-02-04 05:30:00,56,Greed,2020-02-04,2020-02-04
731,2020-02-05 05:30:00,53,Neutral,2020-02-05,2020-02-05
732,2020-02-06 05:30:00,61,Greed,2020-02-06,2020-02-06
733,2020-02-07 05:30:00,56,Greed,2020-02-07,2020-02-07
734,2020-02-08 05:30:00,56,Greed,2020-02-08,2020-02-08
735,2020-02-09 05:30:00,56,Greed,2020-02-09,2020-02-09
736,2020-02-10 05:30:00,57,Greed,2020-02-10,2020-02-10
737,2020-02-11 05:30:00,52,Neutral,2020-02-11,2020-02-11
738,2020-02-12 05:30:00,61,Greed,2020-02-12,2020-02-12
739,2020-02-13 05:30:00,65,Greed,2020-02-13,2020-02-13
740,2020-02-14 05:30:00,63,Greed,2020-02-14,2020-02-14
741,2020-02-15 05:30:00,64,Greed,2020-02-15,2020-02-15
742,2020-02-16 05:30:00,59,Greed,2020-02-16,2020-02-16
743,2020-02-17 05:30:00,49,Neutral,2020-02-17,2020-02-17
744,2020-02-18 05:30:00,53,Neutral,2020-02-18,2020-02-18
745,2020-02-19 05:30:00,50,Neutral,2020-02-19,2020-02-19
746,2020-02-20 05:30:00,44,Fear,2020-02-20,2020-02-20
747,2020-02-21 05:30:00,44,Fear,2020-02-21,2020-02-21
748,2020-02-22 05:30:00,43,Fear,2020-02-22,2020-02-22
749,2020-02-23 05:30:00,46,Neutral,2020-02-23,2020-02-23
750,2020-02-24 05:30:00,46,Neutral,2020-02-24,2020-02-24
751,2020-02-25 05:30:00,44,Fear,2020-02-25,2020-02-25
752,2020-02-26 05:30:00,41,Fear,2020-02-26,2020-02-26
753,2020-02-27 05:30:00,39,Fear,2020-02-27,2020-02-27
754,2020-02-28 05:30:00,40,Fear,2020-02-28,2020-02-28
755,2020-02-29 05:30:00,38,Fear,2020-02-29,2020-02-29
756,2020-03-01 05:30:00,39,Fear,2020-03-01,2020-03-01
757,2020-03-02 05:30:00,38,Fear,2020-03-02,2020-03-02
758,2020-03-03 05:30:00,38,Fear,2020-03-03,2020-03-03
759,2020-03-04 05:30:00,40,Fear,2020-03-04,2020-03-04
760,2020-03-05 05:30:00,41,Fear,2020-03-05,2020-03-05
761,2020-03-06 05:30:00,39,Fear,2020-03-06,2020-03-06
762,2020-03-07 05:30:00,38,Fear,2020-03-07,2020-03-07
763,2020-03-08 05:30:00,33,Fear,2020-03-08,2020-03-08
764,2020-03-09 05:30:00,17,Extreme Fear,2020-03-09,2020-03-09
765,2020-03-10 05:30:00,16,Extreme Fear,2020-03-10,2020-03-10
766,2020-03-11 05:30:00,17,Extreme Fear,2020-03-11,2020-03-11
767,2020-03-12 05:30:00,14,Extreme Fear,2020-03-12,2020-03-12
768,2020-03-13 05:30:00,10,Extreme Fear,2020-03-13,2020-03-13
769,2020-03-14 05:30:00,8,Extreme Fear,2020-03-14,2020-03-14
